HALTESTELLEN_NAME,BPUIC,lat,lon,PRODUKT_ID,avg_trip_day,avg_p_late
"Zürich, Probstei",8591305,47.400221999998635,8.586592999999995,Tram,278.4918032786885,0.21783179184473037
"Zürich, Quellenstrasse",8591306,47.38674100000068,8.52875300000003,"Bus, Tram",833.4590163934427,0.25447078667862166
"Zürich, Radiostudio",8591307,47.4019810000019,8.535185999999952,"Bus, Tram",1287.4262295081967,0.25125293098334794
"Zürich, Rathaus",8591309,47.37173800000114,8.542878999999996,Tram,570.2459016393443,0.28653757536505725
"Zürich, Rautihalde",8591310,47.38617299999934,8.474107000000002,Bus,421.0327868852459,0.31557993553416974
"Zürich, Rautistrasse",8591311,47.38334900000142,8.48409100000013,Bus,652.0,0.28411210735169357
"Zürich, Rebbergsteig",8591312,47.39689999999976,8.514972000000135,Bus,297.7704918032787,0.34197757801832396
"Zürich, Regensbergbrücke",8591314,47.40882300000189,8.539274999999531,"Bus, Tram",1136.327868852459,0.283679313110213
"Zürich, Rehalp",8591315,47.35102699999829,8.58297900000026,"Tram, Zug",341.75409836065575,0.18646938937262908
"Zürich, Rennweg",8591316,47.3730660000001,8.538457000000038,Tram,1032.1803278688524,0.23906410748399445
"Zürich, Rentenanstalt",8591317,47.36338399999764,8.535040999999543,"Bus, Tram",897.1147540983607,0.314583612575695
"Zürich, Riedgraben",8591319,47.41064599999867,8.559268999999976,Bus,408.08196721311475,0.2824063162689521
"Zürich, Riedhofstrasse",8591320,47.40992499999994,8.47957800000014,Bus,121.76923076923077,0.3231293545229458
"Zürich, Rosengartenstrasse",8591323,47.39432800000069,8.525464000000158,Bus,680.1967213114754,0.2795482270735602
"Zürich, Roswiesen",8591325,47.402952999999016,8.576979999999864,Tram,278.5245901639344,0.22379074322119874
"Zürich, Rotbuchstrasse",8591326,47.39127700000079,8.53611799999999,Bus,557.344262295082,0.28083701797814864
"Zürich, Rote Fabrik",8587347,47.34273099999908,8.536018999999934,Bus,178.9344262295082,0.29086505608961505
"Zürich, Rudolf-Brun-Brücke",8591327,47.3743519999993,8.543238000000157,Tram,570.1803278688525,0.28765428919207586
"Zürich, Räffelstrasse",8591308,47.362747999999605,8.51466600000003,Bus,158.21153846153845,0.3448311276537083
"Zürich, Römerhof",8503083,47.36808900000136,8.560281000000028,"Bus, Tram",775.8196721311475,0.28966026527032557
"Zürich, Röntgenstrasse",8591322,47.3819329999989,8.52926400000002,Bus,280.27868852459017,0.28972645685075227
"Zürich, Röslistrasse",8591324,47.38866199999922,8.540501000000036,Tram,535.2295081967213,0.25099727200650096
"Zürich, Rütihof",8591328,47.41345300000064,8.477313999999888,Bus,148.78688524590163,0.23608435656417526
"Zürich, SBB-Werkstätte",8591334,47.386564000000334,8.503371999999843,Bus,284.9344262295082,0.28866020503838175
"Zürich, Saalsporthalle",8591329,47.35786400000168,8.520404999999643,"Bus, Tram",1476.967213114754,0.2471290543794398
"Zürich, Saatlenstrasse",8591330,47.41080900000075,8.562862999999902,Bus,408.0655737704918,0.2894371237687842
"Zürich, Sackzelg",8591331,47.37438500000086,8.495514999999974,Bus,471.5409836065574,0.23947774371962077
"Zürich, Salersteig",8591332,47.406082000000936,8.548479999999994,"Bus, Tram",526.344262295082,0.27520752486674177
"Zürich, Salzweg",8591333,47.387705000000636,8.471766000000022,Bus,420.9836065573771,0.2531651707306223
"Zürich, Schaffhauserplatz",8591335,47.391629999998514,8.53870800000004,"Bus, Tram",2715.6721311475408,0.24046605497284734
"Zürich, Schauenberg",8591338,47.41619699999914,8.506932999999897,Bus,62.32786885245902,0.2309754521963824
"Zürich, Schaufelbergerstrasse",8580912,47.3689029999984,8.501840999999986,"Bus, Tram",1146.704918032787,0.2716700552266775
"Zürich, Scheuchzerstrasse",8591339,47.38779000000057,8.54423200000015,Bus,276.9836065573771,0.24061626455686116
